2023-05-10 03:27:56,466 INFO    StreamThr :2224234 [internal.py:wandb_internal():86] W&B internal server running at pid: 2224234, started at: 2023-05-10 03:27:56.465370
2023-05-10 03:27:56,469 DEBUG   HandlerThread:2224234 [handler.py:handle_request():144] handle_request: status
2023-05-10 03:27:56,473 INFO    WriterThread:2224234 [datastore.py:open_for_write():85] open: /home/abdelmajid/workdir/cost-aware-bo/wandb/run-20230510_032756-cj6ntext/run-cj6ntext.wandb
2023-05-10 03:27:56,475 DEBUG   SenderThread:2224234 [sender.py:send():375] send: header
2023-05-10 03:27:56,480 DEBUG   SenderThread:2224234 [sender.py:send():375] send: run
2023-05-10 03:27:57,051 INFO    SenderThread:2224234 [dir_watcher.py:__init__():219] watching files in: /home/abdelmajid/workdir/cost-aware-bo/wandb/run-20230510_032756-cj6ntext/files
2023-05-10 03:27:57,051 INFO    SenderThread:2224234 [sender.py:_start_run_threads():1124] run started: cj6ntext with start time 1683674876.467301
2023-05-10 03:27:57,051 DEBUG   SenderThread:2224234 [sender.py:send_request():402] send_request: summary_record
2023-05-10 03:27:57,053 DEBUG   HandlerThread:2224234 [handler.py:handle_request():144] handle_request: check_version
2023-05-10 03:27:57,053 INFO    SenderThread:2224234 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-05-10 03:27:57,054 DEBUG   SenderThread:2224234 [sender.py:send_request():402] send_request: check_version
2023-05-10 03:27:57,129 DEBUG   HandlerThread:2224234 [handler.py:handle_request():144] handle_request: run_start
2023-05-10 03:27:57,513 DEBUG   HandlerThread:2224234 [system_info.py:__init__():31] System info init
2023-05-10 03:27:57,513 DEBUG   HandlerThread:2224234 [system_info.py:__init__():46] System info init done
2023-05-10 03:27:57,513 INFO    HandlerThread:2224234 [system_monitor.py:start():181] Starting system monitor
2023-05-10 03:27:57,514 INFO    SystemMonitor:2224234 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-05-10 03:27:57,514 INFO    HandlerThread:2224234 [system_monitor.py:probe():201] Collecting system info
2023-05-10 03:27:57,515 INFO    SystemMonitor:2224234 [interfaces.py:start():190] Started cpu monitoring
2023-05-10 03:27:57,516 INFO    SystemMonitor:2224234 [interfaces.py:start():190] Started disk monitoring
2023-05-10 03:27:57,518 INFO    SystemMonitor:2224234 [interfaces.py:start():190] Started gpu monitoring
2023-05-10 03:27:57,519 INFO    SystemMonitor:2224234 [interfaces.py:start():190] Started memory monitoring
2023-05-10 03:27:57,525 INFO    SystemMonitor:2224234 [interfaces.py:start():190] Started network monitoring
2023-05-10 03:27:57,977 DEBUG   HandlerThread:2224234 [system_info.py:probe():195] Probing system
