2023-05-12 00:37:17,497 INFO    StreamThr :2523046 [internal.py:wandb_internal():86] W&B internal server running at pid: 2523046, started at: 2023-05-12 00:37:17.496932
2023-05-12 00:37:17,500 DEBUG   HandlerThread:2523046 [handler.py:handle_request():144] handle_request: status
2023-05-12 00:37:17,506 INFO    WriterThread:2523046 [datastore.py:open_for_write():85] open: /home/abdelmajid/workdir/cost-aware-bo/wandb/run-20230512_003717-hlutfjy1/run-hlutfjy1.wandb
2023-05-12 00:37:17,508 DEBUG   SenderThread:2523046 [sender.py:send():375] send: header
2023-05-12 00:37:17,517 DEBUG   SenderThread:2523046 [sender.py:send():375] send: run
2023-05-12 00:37:18,073 ERROR   SenderThread:2523046 [internal_api.py:execute():288] 500 response executing GraphQL.
2023-05-12 00:37:18,074 ERROR   SenderThread:2523046 [internal_api.py:execute():289] {"errors":[{"message":"An internal error occurred. Please contact support.","path":["upsertBucket"]}],"data":{"upsertBucket":null}}
2023-05-12 00:37:19,495 INFO    SenderThread:2523046 [dir_watcher.py:__init__():219] watching files in: /home/abdelmajid/workdir/cost-aware-bo/wandb/run-20230512_003717-hlutfjy1/files
2023-05-12 00:37:19,495 INFO    SenderThread:2523046 [sender.py:_start_run_threads():1124] run started: hlutfjy1 with start time 1683837437.498067
2023-05-12 00:37:19,495 DEBUG   SenderThread:2523046 [sender.py:send_request():402] send_request: summary_record
2023-05-12 00:37:19,496 INFO    SenderThread:2523046 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-05-12 00:37:19,500 DEBUG   HandlerThread:2523046 [handler.py:handle_request():144] handle_request: check_version
2023-05-12 00:37:19,501 DEBUG   SenderThread:2523046 [sender.py:send_request():402] send_request: check_version
2023-05-12 00:37:19,579 DEBUG   HandlerThread:2523046 [handler.py:handle_request():144] handle_request: run_start
2023-05-12 00:37:19,589 DEBUG   HandlerThread:2523046 [system_info.py:__init__():31] System info init
2023-05-12 00:37:19,589 DEBUG   HandlerThread:2523046 [system_info.py:__init__():46] System info init done
