2023-05-12 00:37:17,514 INFO    StreamThr :2523062 [internal.py:wandb_internal():86] W&B internal server running at pid: 2523062, started at: 2023-05-12 00:37:17.513611
2023-05-12 00:37:17,516 DEBUG   HandlerThread:2523062 [handler.py:handle_request():144] handle_request: status
2023-05-12 00:37:17,523 INFO    WriterThread:2523062 [datastore.py:open_for_write():85] open: /home/abdelmajid/workdir/cost-aware-bo/wandb/run-20230512_003717-i5luui5h/run-i5luui5h.wandb
2023-05-12 00:37:17,525 DEBUG   SenderThread:2523062 [sender.py:send():375] send: header
2023-05-12 00:37:17,532 DEBUG   SenderThread:2523062 [sender.py:send():375] send: run
2023-05-12 00:37:18,073 ERROR   SenderThread:2523062 [internal_api.py:execute():288] 500 response executing GraphQL.
2023-05-12 00:37:18,074 ERROR   SenderThread:2523062 [internal_api.py:execute():289] {"errors":[{"message":"An internal error occurred. Please contact support.","path":["upsertBucket"]}],"data":{"upsertBucket":null}}
2023-05-12 00:37:19,591 INFO    SenderThread:2523062 [dir_watcher.py:__init__():219] watching files in: /home/abdelmajid/workdir/cost-aware-bo/wandb/run-20230512_003717-i5luui5h/files
2023-05-12 00:37:19,591 INFO    SenderThread:2523062 [sender.py:_start_run_threads():1124] run started: i5luui5h with start time 1683837437.518021
2023-05-12 00:37:19,591 DEBUG   SenderThread:2523062 [sender.py:send_request():402] send_request: summary_record
2023-05-12 00:37:19,593 INFO    SenderThread:2523062 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-05-12 00:37:19,595 DEBUG   HandlerThread:2523062 [handler.py:handle_request():144] handle_request: check_version
2023-05-12 00:37:19,595 DEBUG   SenderThread:2523062 [sender.py:send_request():402] send_request: check_version
2023-05-12 00:37:19,670 DEBUG   HandlerThread:2523062 [handler.py:handle_request():144] handle_request: run_start
2023-05-12 00:37:19,681 DEBUG   HandlerThread:2523062 [system_info.py:__init__():31] System info init
2023-05-12 00:37:19,681 DEBUG   HandlerThread:2523062 [system_info.py:__init__():46] System info init done
2023-05-12 00:37:19,681 INFO    HandlerThread:2523062 [system_monitor.py:start():181] Starting system monitor
2023-05-12 00:37:19,681 INFO    SystemMonitor:2523062 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-05-12 00:37:19,682 INFO    HandlerThread:2523062 [system_monitor.py:probe():201] Collecting system info
2023-05-12 00:37:19,682 INFO    SystemMonitor:2523062 [interfaces.py:start():190] Started cpu monitoring
2023-05-12 00:37:19,683 INFO    SystemMonitor:2523062 [interfaces.py:start():190] Started disk monitoring
2023-05-12 00:37:19,683 INFO    SystemMonitor:2523062 [interfaces.py:start():190] Started gpu monitoring
2023-05-12 00:37:19,684 INFO    SystemMonitor:2523062 [interfaces.py:start():190] Started memory monitoring
2023-05-12 00:37:19,685 INFO    SystemMonitor:2523062 [interfaces.py:start():190] Started network monitoring
2023-05-12 00:37:19,780 DEBUG   HandlerThread:2523062 [system_info.py:probe():195] Probing system
2023-05-12 00:37:19,784 DEBUG   HandlerThread:2523062 [system_info.py:_probe_git():180] Probing git
2023-05-12 00:37:19,793 DEBUG   HandlerThread:2523062 [system_info.py:_probe_git():188] Probing git done
2023-05-12 00:37:19,793 DEBUG   HandlerThread:2523062 [system_info.py:probe():240] Probing system done
