2023-05-12 00:37:17,497 INFO    StreamThr :2523032 [internal.py:wandb_internal():86] W&B internal server running at pid: 2523032, started at: 2023-05-12 00:37:17.495916
2023-05-12 00:37:17,499 DEBUG   HandlerThread:2523032 [handler.py:handle_request():144] handle_request: status
2023-05-12 00:37:17,509 INFO    WriterThread:2523032 [datastore.py:open_for_write():85] open: /home/abdelmajid/workdir/cost-aware-bo/wandb/run-20230512_003717-jpn6lod5/run-jpn6lod5.wandb
2023-05-12 00:37:17,510 DEBUG   SenderThread:2523032 [sender.py:send():375] send: header
2023-05-12 00:37:17,518 DEBUG   SenderThread:2523032 [sender.py:send():375] send: run
2023-05-12 00:37:18,074 ERROR   SenderThread:2523032 [internal_api.py:execute():288] 500 response executing GraphQL.
2023-05-12 00:37:18,074 ERROR   SenderThread:2523032 [internal_api.py:execute():289] {"errors":[{"message":"An internal error occurred. Please contact support.","path":["upsertBucket"]}],"data":{"upsertBucket":null}}
2023-05-12 00:37:19,565 INFO    SenderThread:2523032 [dir_watcher.py:__init__():219] watching files in: /home/abdelmajid/workdir/cost-aware-bo/wandb/run-20230512_003717-jpn6lod5/files
2023-05-12 00:37:19,565 INFO    SenderThread:2523032 [sender.py:_start_run_threads():1124] run started: jpn6lod5 with start time 1683837437.499031
2023-05-12 00:37:19,565 DEBUG   SenderThread:2523032 [sender.py:send_request():402] send_request: summary_record
2023-05-12 00:37:19,567 INFO    SenderThread:2523032 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-05-12 00:37:19,568 DEBUG   HandlerThread:2523032 [handler.py:handle_request():144] handle_request: check_version
2023-05-12 00:37:19,568 DEBUG   SenderThread:2523032 [sender.py:send_request():402] send_request: check_version
2023-05-12 00:37:19,646 DEBUG   HandlerThread:2523032 [handler.py:handle_request():144] handle_request: run_start
2023-05-12 00:37:19,656 DEBUG   HandlerThread:2523032 [system_info.py:__init__():31] System info init
2023-05-12 00:37:19,657 DEBUG   HandlerThread:2523032 [system_info.py:__init__():46] System info init done
